,学生id,助学金金额
1705,5121,1000
1706,5122,2000
1707,5123,2000
1708,5128,2000
1709,5129,2000
1710,5150,2000
1711,5151,1000
1712,5168,1000
1713,5169,1000
1714,5170,2000
1715,5171,2000
1716,5182,2000
1717,5183,2000
1718,5184,1000
1719,5185,2000
1720,5192,2000
1721,5193,1000
1722,5194,1000
1723,5195,1000
1724,5196,2000
1725,5197,2000
1726,5198,2000
1727,5199,1000
1728,5202,2000
1729,5203,2000
1730,5204,2000
1731,5205,2000
1732,5208,1000
1733,5209,2000
1734,5212,2000
1735,5213,1000
1736,5214,1000
1737,5215,2000
1738,5224,2000
1739,5225,2000
1740,5238,2000
1741,5239,2000
1742,5246,2000
1743,5247,2000
1744,5250,1500
1745,5251,1000
1746,5252,2000
1747,5253,2000
1748,5254,2000
1749,5255,2000
1750,5258,1000
1751,5259,2000
1752,5264,2000
1753,5265,2000
1754,5268,2000
1755,5269,2000
1756,5274,2000
1757,5275,2000
1758,5282,2000
1759,5283,2000
1760,5288,2000
1761,5289,1000
1762,5290,2000
1763,5291,1000
1764,5292,2000
1765,5293,1000
1766,5300,2000
1767,5301,1000
1768,5308,2000
1769,5309,2000
1770,5314,2000
1771,5315,1000
1772,5316,2000
1773,5317,1000
1774,5322,1000
1775,5323,1000
1776,5326,2000
1777,5327,1000
1778,5346,2000
1779,5347,1000
1780,5352,1000
1781,5353,2000
1782,5362,0
1783,5363,0
1784,5368,2000
1785,5369,2000
1786,5372,2000
1787,5373,1000
1788,5382,2000
1789,5383,2000
1790,5384,2000
1791,5385,2000
1792,5386,0
1793,5387,1000
1794,5390,2000
1795,5391,1000
1796,5394,1000
1797,5395,1000
1798,5398,2000
1799,5399,2000
1800,5408,0
1801,5409,1000
1802,5418,2000
1803,5419,2000
1804,5420,2000
1805,5421,2000
1806,5422,1000
1807,5423,2000
1808,5428,1000
1809,5429,2000
1810,5430,0
1811,5431,1000
1812,5434,2000
1813,5435,1000
1814,5438,2000
1815,5439,2000
1816,5444,2000
1817,5445,1000
1818,5460,2000
1819,5461,1000
1820,5462,2000
1821,5463,2000
1822,5470,2000
1823,5471,1000
1824,5474,1000
1825,5475,1000
1826,5478,2000
1827,5479,2000
1828,5488,1000
1829,5489,1000
1830,5508,1000
1831,5509,1000
1832,5520,1500
1833,5521,2000
1834,5528,2000
1835,5529,2000
1836,5532,2000
1837,5533,2000
1838,5536,0
1839,5537,0
1840,5544,1000
1841,5545,1000
1842,5548,2000
1843,5549,2000
1844,5554,2000
1845,5555,2000
1846,5558,0
1847,5559,2000
1848,5564,2000
1849,5565,2000
1850,5566,2000
1851,5567,2000
1852,5574,2000
1853,5575,2000
1854,5578,2000
1855,5579,2000
1856,5580,1000
1857,5581,2000
1858,5594,2000
1859,5595,2000
1860,5606,0
1861,5607,0
1862,5610,1000
1863,5611,2000
1864,5620,2000
1865,5621,2000
1866,5632,2000
1867,5633,2000
1868,5634,2000
1869,5635,2000
1870,5650,2000
1871,5651,2000
1872,5662,2000
1873,5663,2000
1874,5670,2000
1875,5671,2000
1876,5672,2000
1877,5673,2000
1878,5692,1000
1879,5693,1000
1880,5700,1000
1881,5701,2000
1882,5706,2000
1883,5707,2000
1884,5710,2000
1885,5711,2000
1886,5718,2000
1887,5719,2000
1888,5720,2000
1889,5721,2000
1890,5722,0
1891,5723,2000
1892,5724,1000
1893,5725,2000
1894,5726,2000
1895,5727,2000
1896,5728,2000
1897,5729,2000
1898,5754,2000
1899,5755,2000
1900,5764,2000
1901,5765,2000
1902,5770,2000
1903,5771,2000
1904,5772,2000
1905,5773,2000
1906,5776,2000
1907,5777,2000
1908,5778,2000
1909,5779,1000
1910,5780,2000
1911,5781,2000
1912,5792,2000
1913,5793,2000
1914,5794,2000
1915,5795,2000
1916,5818,2000
1917,5819,2000
1918,5822,2000
1919,5823,2000
1920,5830,2000
1921,5831,2000
1922,5832,2000
1923,5833,0
1924,5834,2000
1925,5835,2000
1926,5840,2000
1927,5841,2000
1928,5842,2000
1929,5843,2000
1930,5844,1000
1931,5845,1000
1932,5850,1000
1933,5851,2000
1934,5866,2000
1935,5867,2000
1936,5872,1000
1937,5873,2000
1938,5876,2000
1939,5877,2000
1940,5884,2000
1941,5885,2000
1942,5892,2000
1943,5893,2000
1944,5896,2000
1945,5897,2000
1946,5898,2000
1947,5899,2000
1948,5902,2000
1949,5903,0
1950,5908,0
1951,5909,1000
1952,5912,2000
1953,5913,0
1954,5914,2000
1955,5915,2000
1956,5920,2000
1957,5921,2000
1958,5922,2000
1959,5923,0
1960,5934,2000
1961,5935,2000
1962,5938,1000
1963,5939,2000
1964,5954,2000
1965,5955,1000
1966,5956,2000
1967,5957,2000
1968,5958,2000
1969,5959,2000
1970,5968,2000
1971,5969,0
1972,5972,0
1973,5973,0
1974,5976,2000
1975,5977,1000
1976,5978,2000
1977,5979,2000
1978,5984,2000
1979,5985,2000
1980,5994,2000
1981,5995,2000
1982,6002,2000
1983,6003,2000
1984,6008,2000
1985,6009,2000
1986,6012,2000
1987,6013,2000
1988,6016,2000
1989,6017,0
1990,6024,2000
1991,6025,2000
1992,6036,2000
1993,6037,2000
1994,6038,0
1995,6039,0
1996,6042,0
1997,6043,0
1998,6068,1000
1999,6069,2000
2000,6070,2000
2001,6071,0
2002,6074,2000
2003,6075,2000
2004,6076,2000
2005,6077,2000
2006,6080,2000
2007,6081,2000
2008,6082,2000
2009,6083,2000
2010,6086,1000
2011,6087,1000
2012,6090,0
2013,6091,0
2014,6100,0
2015,6101,0
2016,6106,2000
2017,6107,2000
2018,6112,2000
2019,6113,2000
2020,6126,1500
2021,6127,2000
2022,6132,0
2023,6133,0
2024,6136,2000
2025,6137,2000
2026,6138,2000
2027,6139,2000
2028,6142,2000
2029,6143,2000
2030,6144,2000
2031,6145,0
2032,6146,0
2033,6147,1000
2034,6154,1500
2035,6155,2000
2036,6168,2000
2037,6169,2000
2038,6170,2000
2039,6171,2000
2040,6176,2000
2041,6177,2000
2042,6178,2000
2043,6179,0
2044,6182,2000
2045,6183,2000
2046,6198,0
2047,6199,0
2048,6200,2000
2049,6201,2000
2050,6204,2000
2051,6205,2000
2052,6206,2000
2053,6207,2000
2054,6218,2000
2055,6219,1000
2056,6220,1500
2057,6221,2000
2058,6224,1000
2059,6225,0
2060,6234,2000
2061,6235,2000
2062,6242,2000
2063,6243,2000
2064,6248,2000
2065,6249,2000
2066,6252,1000
2067,6253,2000
2068,6262,2000
2069,6263,0
2070,6278,1000
2071,6279,1000
2072,6290,2000
2073,6291,2000
2074,6292,2000
2075,6293,2000
2076,6304,0
2077,6305,0
2078,6312,2000
2079,6313,2000
2080,6322,2000
2081,6323,2000
2082,6338,2000
2083,6339,2000
2084,6346,2000
2085,6347,2000
2086,6348,2000
2087,6349,2000
2088,6358,2000
2089,6359,2000
2090,6360,2000
2091,6361,1000
2092,6362,2000
2093,6363,2000
2094,6370,1000
2095,6371,2000
2096,6376,2000
2097,6377,2000
2098,6392,2000
2099,6393,2000
2100,6400,2000
2101,6401,0
2102,6408,2000
2103,6409,0
2104,6420,2000
2105,6421,2000
2106,6424,2000
2107,6425,2000
2108,6438,2000
2109,6439,0
2110,6444,1000
2111,6445,0
2112,6446,2000
2113,6447,2000
2114,6456,1000
2115,6457,2000
2116,6460,1000
2117,6461,1000
2118,6464,2000
2119,6465,2000
2120,6468,2000
2121,6469,1000
2122,6476,2000
2123,6477,2000
2124,6478,2000
2125,6479,1000
2126,6482,2000
2127,6483,0
2128,6484,2000
2129,6485,2000
2130,6504,2000
2131,6505,1000
2132,6506,2000
2133,6507,0
2134,6508,2000
2135,6509,2000
2136,6532,2000
2137,6533,2000
2138,6534,1000
2139,6535,2000
2140,6540,2000
2141,6541,2000
2142,6544,2000
2143,6545,2000
2144,6550,2000
2145,6551,2000
2146,6552,2000
2147,6553,0
2148,6562,2000
2149,6563,2000
2150,6564,2000
2151,6565,2000
2152,6566,2000
2153,6567,2000
2154,6572,0
2155,6573,0
2156,6574,1000
2157,6575,2000
2158,6584,2000
2159,6585,2000
2160,6588,2000
2161,6589,2000
2162,6590,2000
2163,6591,2000
2164,6596,2000
2165,6597,2000
2166,6598,2000
2167,6599,2000
2168,6604,2000
2169,6605,2000
2170,6610,2000
2171,6611,2000
2172,6614,2000
2173,6615,2000
2174,6626,2000
2175,6627,2000
2176,6628,0
2177,6629,0
2178,6630,1000
2179,6631,1000
2180,6642,1000
2181,6643,1000
2182,6646,2000
2183,6647,2000
2184,6652,2000
2185,6653,2000
2186,6656,2000
2187,6657,2000
2188,6666,1000
2189,6667,2000
2190,6670,2000
2191,6671,2000
2192,6682,2000
2193,6683,2000
2194,6686,2000
2195,6687,2000
2196,6702,2000
2197,6703,2000
2198,6708,1500
2199,6709,2000
2200,6710,2000
2201,6711,0
2202,6716,2000
2203,6717,2000
2204,6730,2000
2205,6731,2000
2206,6736,2000
2207,6737,2000
2208,6738,2000
2209,6739,2000
2210,6740,1000
2211,6741,2000
2212,6754,1000
2213,6755,2000
2214,6756,2000
2215,6757,2000
2216,6760,2000
2217,6761,2000
2218,6764,2000
2219,6765,2000
2220,6768,2000
2221,6769,2000
2222,6770,2000
2223,6771,2000
2224,6772,2000
2225,6773,2000
2226,6786,2000
2227,6787,2000
2228,6800,1000
2229,6801,2000
2230,6806,2000
2231,6807,2000
2232,6824,2000
2233,6825,2000
2234,6828,2000
2235,6829,2000
2236,6830,2000
2237,6831,2000
2238,6838,2000
2239,6839,2000
2240,6844,2000
2241,6845,2000
2242,6846,2000
2243,6847,2000
2244,6856,2000
2245,6857,2000
2246,6858,2000
2247,6859,2000
2248,6872,2000
2249,6873,2000
2250,6874,2000
2251,6875,2000
2252,6876,2000
2253,6877,2000
2254,6880,2000
2255,6881,2000
2256,6884,2000
2257,6885,2000
2258,6896,2000
2259,6897,2000
2260,6898,2000
2261,6899,2000
2262,6902,1000
2263,6903,1000
2264,6904,2000
2265,6905,2000
2266,6924,2000
2267,6925,0
2268,6926,2000
2269,6927,2000
2270,6932,1000
2271,6933,1000
2272,6950,2000
2273,6951,2000
2274,6960,1500
2275,6961,2000
2276,6964,1000
2277,6965,2000
2278,6972,2000
2279,6973,2000
2280,6982,2000
2281,6983,2000
2282,6988,2000
2283,6989,2000
2284,6992,2000
2285,6993,2000
2286,6998,2000
2287,6999,2000
2288,7008,2000
2289,7009,1000
2290,7010,1000
2291,7011,1000
2292,7014,2000
2293,7015,2000
2294,7020,2000
2295,7021,1000
2296,7022,1000
2297,7023,2000
2298,7032,2000
2299,7033,2000
2300,7034,2000
2301,7035,2000
2302,7038,2000
2303,7039,2000
2304,7042,2000
2305,7043,2000
2306,7044,2000
2307,7045,2000
2308,7046,2000
2309,7047,2000
2310,7060,2000
2311,7061,2000
2312,7068,2000
2313,7069,2000
2314,7072,1000
2315,7073,1000
2316,7078,2000
2317,7079,2000
2318,7084,2000
2319,7085,2000
2320,7086,2000
2321,7087,2000
2322,7094,2000
2323,7095,2000
2324,7102,2000
2325,7103,2000
2326,7114,2000
2327,7115,2000
2328,7116,2000
2329,7117,2000
2330,7122,2000
2331,7123,2000
2332,7124,2000
2333,7125,2000
2334,7128,2000
2335,7129,2000
2336,7136,2000
2337,7137,2000
2338,7142,2000
2339,7143,2000
2340,7144,2000
2341,7145,2000
2342,7152,2000
2343,7153,2000
2344,7156,2000
2345,7157,2000
2346,7158,2000
2347,7159,2000
2348,7160,2000
2349,7161,2000
2350,7162,2000
2351,7163,2000
2352,7164,2000
2353,7165,0
2354,7166,0
2355,7167,2000
2356,7178,2000
2357,7179,2000
2358,7180,2000
2359,7181,2000
2360,7184,1000
2361,7185,2000
2362,7186,1000
2363,7187,2000
2364,7192,2000
2365,7193,1000
2366,7198,2000
2367,7199,1000
2368,7208,2000
2369,7209,2000
2370,7218,2000
2371,7219,2000
2372,7220,0
2373,7221,2000
2374,7222,2000
2375,7223,2000
2376,7228,2000
2377,7229,2000
2378,7234,0
2379,7235,1000
2380,7254,2000
2381,7255,2000
2382,7256,1000
2383,7257,2000
2384,7258,0
2385,7259,1000
2386,7260,1000
2387,7261,2000
2388,7264,2000
2389,7265,2000
2390,7266,2000
2391,7267,2000
2392,7268,2000
2393,7269,1000
2394,7272,2000
2395,7273,2000
2396,7278,2000
2397,7279,2000
2398,7280,2000
2399,7281,2000
2400,7282,2000
2401,7283,2000
2402,7288,0
2403,7289,2000
2404,7298,2000
2405,7299,1000
2406,7312,2000
2407,7313,2000
2408,7326,2000
2409,7327,2000
2410,7334,2000
2411,7335,2000
2412,7338,2000
2413,7339,2000
2414,7346,2000
2415,7347,2000
2416,7354,2000
2417,7355,0
2418,7356,2000
2419,7357,2000
2420,7360,0
2421,7361,2000
2422,7370,2000
2423,7371,2000
2424,7372,2000
2425,7373,2000
2426,7376,0
2427,7377,0
2428,7378,2000
2429,7379,0
2430,7382,1000
2431,7383,2000
2432,7384,1000
2433,7385,2000
2434,7390,1000
2435,7391,1000
2436,7392,2000
2437,7393,1000
2438,7402,2000
2439,7403,2000
2440,7406,2000
2441,7407,1000
2442,7416,2000
2443,7417,2000
2444,7418,2000
2445,7419,1000
2446,7428,1000
2447,7429,2000
2448,7430,2000
2449,7431,2000
2450,7446,2000
2451,7447,2000
2452,7450,2000
2453,7451,1000
2454,7452,1000
2455,7453,1000
2456,7458,2000
2457,7459,1000
2458,7460,2000
2459,7461,0
2460,7466,1000
2461,7467,2000
2462,7470,2000
2463,7471,2000
2464,7478,2000
2465,7479,2000
2466,7486,2000
2467,7487,2000
2468,7490,2000
2469,7491,2000
2470,7500,2000
2471,7501,2000
2472,7516,2000
2473,7517,1000
2474,7518,2000
2475,7519,2000
2476,7522,2000
2477,7523,2000
2478,7524,0
2479,7525,1500
2480,7532,2000
2481,7533,2000
2482,7544,2000
2483,7545,2000
2484,7550,1000
2485,7551,2000
2486,7556,2000
2487,7557,2000
2488,7566,2000
2489,7567,1000
2490,7568,2000
2491,7569,2000
2492,7570,2000
2493,7571,2000
2494,7574,1000
2495,7575,2000
2496,7588,2000
2497,7589,2000
2498,7590,2000
2499,7591,2000
2500,7592,2000
2501,7593,1000
2502,7612,2000
2503,7613,2000
2504,7616,2000
2505,7617,2000
2506,7618,2000
2507,7619,2000
2508,7624,2000
2509,7625,2000
2510,7630,1500
2511,7631,2000
2512,7634,2000
2513,7635,2000
2514,7642,0
2515,7643,2000
2516,7644,2000
2517,7645,2000
2518,7648,2000
2519,7649,2000
2520,7660,2000
2521,7661,2000
2522,7664,2000
2523,7665,2000
2524,7666,2000
2525,7667,2000
2526,7670,2000
2527,7671,2000
2528,7672,0
2529,7673,0
2530,7674,2000
2531,7675,2000
2532,7678,2000
2533,7679,2000
2534,7688,2000
2535,7689,2000
2536,7690,2000
2537,7691,2000
2538,7694,2000
2539,7695,1000
2540,7700,2000
2541,7701,2000
2542,7702,2000
2543,7703,2000
2544,7708,2000
2545,7709,2000
2546,7718,2000
2547,7719,2000
2548,7722,2000
2549,7723,2000
2550,7736,2000
2551,7737,2000
2552,7740,1000
2553,7741,0
2554,7742,2000
2555,7743,2000
2556,7748,2000
2557,7749,2000
2558,7754,2000
2559,7755,1000
2560,7762,2000
2561,7763,2000
2562,7764,2000
2563,7765,0
2564,7770,2000
2565,7771,0
2566,7776,2000
2567,7777,2000
2568,7788,0
2569,7789,2000
2570,7800,2000
2571,7801,2000
2572,7826,2000
2573,7827,2000
2574,7834,2000
2575,7835,2000
2576,7838,2000
2577,7839,2000
2578,7842,2000
2579,7843,2000
2580,7844,2000
2581,7845,2000
2582,7848,2000
2583,7849,2000
2584,7852,1000
2585,7853,2000
2586,7862,2000
2587,7863,0
2588,7870,2000
2589,7871,0
2590,7874,2000
2591,7875,2000
2592,7882,2000
2593,7883,2000
2594,7886,2000
2595,7887,0
2596,7892,2000
2597,7893,2000
2598,7900,1000
2599,7901,1000
2600,7906,2000
2601,7907,2000
2602,7918,0
2603,7919,0
2604,7940,2000
2605,7941,0
2606,7944,2000
2607,7945,2000
2608,7950,2000
2609,7951,2000
2610,7956,2000
2611,7957,2000
2612,7960,2000
2613,7961,1000
2614,7990,2000
2615,7991,2000
2616,8002,2000
2617,8003,1000
2618,8004,2000
2619,8005,2000
2620,8006,2000
2621,8007,2000
2622,8008,2000
2623,8009,2000
2624,8016,2000
2625,8017,2000
2626,8020,1000
2627,8021,2000
2628,8024,2000
2629,8025,2000
2630,8028,2000
2631,8029,2000
2632,8030,2000
2633,8031,2000
2634,8038,2000
2635,8039,2000
2636,8050,2000
2637,8051,2000
2638,8052,2000
2639,8053,2000
2640,8054,2000
2641,8055,2000
2642,8056,1000
2643,8057,0
2644,8058,2000
2645,8059,2000
2646,8064,0
2647,8065,0
2648,8070,2000
2649,8071,2000
2650,8082,2000
2651,8083,2000
2652,8088,2000
2653,8089,2000
2654,8092,1000
2655,8093,2000
2656,8094,2000
2657,8095,0
2658,8100,0
2659,8101,0
2660,8106,2000
2661,8107,1500
2662,8114,1000
2663,8115,1000
2664,8122,0
2665,8123,2000
2666,8138,2000
2667,8139,2000
2668,8142,0
2669,8143,0
2670,8146,0
2671,8147,0
2672,8154,2000
2673,8155,2000
2674,8160,1000
2675,8161,2000
2676,8162,1000
2677,8163,1000
2678,8166,2000
2679,8167,2000
2680,8172,1000
2681,8173,2000
2682,8174,2000
2683,8175,2000
2684,8176,2000
2685,8177,2000
2686,8178,2000
2687,8179,2000
2688,8182,2000
2689,8183,2000
2690,8190,2000
2691,8191,2000
2692,8196,2000
2693,8197,2000
2694,8200,2000
2695,8201,2000
2696,8204,1500
2697,8205,2000
2698,8206,2000
2699,8207,2000
2700,8208,2000
2701,8209,1000
2702,8218,2000
2703,8219,2000
2704,8222,2000
2705,8223,2000
2706,8240,1000
2707,8241,1000
2708,8246,1500
2709,8247,2000
2710,8248,2000
2711,8249,2000
2712,8252,0
2713,8253,0
2714,8254,2000
2715,8255,2000
2716,8256,2000
2717,8257,2000
2718,8266,2000
2719,8267,2000
2720,8272,2000
2721,8273,2000
2722,8276,2000
2723,8277,1000
2724,8278,2000
2725,8279,2000
2726,8282,2000
2727,8283,0
2728,8286,0
2729,8287,2000
2730,8294,0
2731,8295,0
2732,8308,1000
2733,8309,2000
2734,8316,2000
2735,8317,1000
2736,8322,2000
2737,8323,2000
2738,8326,0
2739,8327,2000
2740,8328,0
2741,8329,2000
2742,8340,1500
2743,8341,2000
2744,8342,1000
2745,8343,2000
2746,8346,2000
2747,8347,1000
2748,8354,0
2749,8355,0
2750,8358,0
2751,8359,2000
2752,8364,2000
2753,8365,2000
2754,8366,2000
2755,8367,1500
2756,8386,2000
2757,8387,2000
2758,8396,2000
2759,8397,2000
2760,8398,0
2761,8399,0
2762,8400,0
2763,8401,2000
2764,8404,0
2765,8405,2000
2766,8406,0
2767,8407,2000
2768,8408,0
2769,8409,2000
2770,8412,2000
2771,8413,2000
2772,8414,2000
2773,8415,0
2774,8418,1000
2775,8419,2000
2776,8436,2000
2777,8437,2000
2778,8444,2000
2779,8445,2000
2780,8448,2000
2781,8449,1000
2782,8452,2000
2783,8453,2000
2784,8454,2000
2785,8455,1500
2786,8458,2000
2787,8459,0
2788,8460,1000
2789,8461,2000
2790,8464,2000
2791,8465,2000
2792,8468,2000
2793,8469,2000
2794,8488,2000
2795,8489,2000
2796,8492,2000
2797,8493,2000
2798,8498,2000
2799,8499,2000
2800,8502,2000
2801,8503,2000
2802,8506,2000
2803,8507,2000
2804,8522,2000
2805,8523,2000
2806,8526,2000
2807,8527,2000
2808,8528,1000
2809,8529,0
2810,8532,2000
2811,8533,0
2812,8534,2000
2813,8535,1000
2814,8566,2000
2815,8567,1000
2816,8580,1000
2817,8581,2000
2818,8582,2000
2819,8583,2000
2820,8586,2000
2821,8587,1000
2822,8592,2000
2823,8593,1000
2824,8596,2000
2825,8597,2000
2826,8598,0
2827,8599,1000
2828,8602,1000
2829,8603,1000
2830,8624,2000
2831,8625,2000
2832,8632,2000
2833,8633,2000
2834,8636,1000
2835,8637,2000
2836,8640,1000
2837,8641,1000
2838,8646,2000
2839,8647,2000
2840,8650,1000
2841,8651,1000
2842,8654,2000
2843,8655,2000
2844,8658,1000
2845,8659,1000
2846,8662,1000
2847,8663,1000
2848,8664,1000
2849,8665,1000
2850,8670,2000
2851,8671,2000
2852,8676,2000
2853,8677,2000
2854,8678,2000
2855,8679,2000
2856,8684,2000
2857,8685,2000
2858,8688,2000
2859,8689,2000
2860,8690,2000
2861,8691,2000
2862,8702,2000
2863,8703,2000
2864,8704,2000
2865,8705,1000
2866,8708,0
2867,8709,1000
2868,8740,2000
2869,8741,2000
2870,8742,2000
2871,8743,2000
2872,8746,2000
2873,8747,2000
2874,8748,2000
2875,8749,2000
2876,8750,2000
2877,8751,2000
2878,8754,2000
2879,8755,2000
2880,8756,2000
2881,8757,2000
2882,8760,2000
2883,8761,2000
2884,8766,2000
2885,8767,2000
2886,8776,2000
2887,8777,1000
2888,8786,2000
2889,8787,2000
2890,8794,0
2891,8795,0
2892,8796,0
2893,8797,0
2894,8800,0
2895,8801,0
2896,8824,1000
2897,8825,2000
2898,8828,2000
2899,8829,2000
2900,8836,2000
2901,8837,2000
2902,8848,2000
2903,8849,1000
2904,8852,2000
2905,8853,2000
2906,8854,1000
2907,8855,2000
2908,8858,0
2909,8859,2000
2910,8866,2000
2911,8867,2000
2912,8888,2000
2913,8889,2000
2914,8896,2000
2915,8897,2000
2916,8908,1000
2917,8909,2000
2918,8910,2000
2919,8911,2000
2920,8912,2000
2921,8913,2000
2922,8916,1000
2923,8917,1000
2924,8918,2000
2925,8919,2000
2926,8920,2000
2927,8921,2000
2928,8922,2000
2929,8923,2000
2930,8926,0
2931,8927,2000
2932,8934,2000
2933,8935,2000
2934,8940,2000
2935,8941,2000
2936,8942,2000
2937,8943,2000
2938,8958,2000
2939,8959,1000
2940,8962,1000
2941,8963,1000
2942,8964,0
2943,8965,0
2944,8966,0
2945,8967,0
2946,8982,0
2947,8983,0
2948,8986,0
2949,8987,0
2950,8990,0
2951,8991,2000
2952,9002,1000
2953,9003,2000
2954,9018,2000
2955,9019,1500
2956,9024,0
2957,9025,0
2958,9026,0
2959,9027,2000
2960,9042,2000
2961,9043,1000
2962,9046,1000
2963,9047,0
2964,9054,2000
2965,9055,2000
2966,9056,2000
2967,9057,2000
2968,9058,0
2969,9059,2000
2970,9070,2000
2971,9071,2000
2972,9080,2000
2973,9081,2000
2974,9086,2000
2975,9087,2000
2976,9092,2000
2977,9093,2000
2978,9094,1000
2979,9095,2000
2980,9096,2000
2981,9097,2000
2982,9100,2000
2983,9101,2000
2984,9104,2000
2985,9105,0
2986,9108,2000
2987,9109,2000
2988,9112,2000
2989,9113,2000
2990,9124,1000
2991,9125,2000
2992,9128,2000
2993,9129,2000
2994,9136,1500
2995,9137,2000
2996,9140,2000
2997,9141,2000
2998,9146,2000
2999,9147,0
3000,9154,2000
3001,9155,2000
3002,9156,0
3003,9157,0
3004,9170,2000
3005,9171,2000
3006,9176,2000
3007,9177,2000
3008,9192,0
3009,9193,0
3010,9194,2000
3011,9195,2000
3012,9202,2000
3013,9203,2000
3014,9208,2000
3015,9209,2000
3016,9210,2000
3017,9211,2000
3018,9212,2000
3019,9213,2000
3020,9224,0
3021,9225,0
3022,9240,0
3023,9241,2000
3024,9246,0
3025,9247,0
3026,9248,0
3027,9249,0
3028,9254,2000
3029,9255,2000
3030,9260,0
3031,9261,0
3032,9262,2000
3033,9263,2000
3034,9264,2000
3035,9265,2000
3036,9266,2000
3037,9267,2000
3038,9268,2000
3039,9269,1000
3040,9278,0
3041,9279,0
3042,9284,2000
3043,9285,2000
3044,9286,0
3045,9287,0
3046,9292,0
3047,9293,2000
3048,9294,0
3049,9295,2000
3050,9296,0
3051,9297,2000
3052,9306,0
3053,9307,0
3054,9312,2000
3055,9313,2000
3056,9318,2000
3057,9319,2000
3058,9324,1000
3059,9325,2000
3060,9330,2000
3061,9331,2000
3062,9336,2000
3063,9337,2000
3064,9340,2000
3065,9341,2000
3066,9354,0
3067,9355,2000
3068,9356,2000
3069,9357,2000
3070,9358,0
3071,9359,2000
3072,9370,2000
3073,9371,2000
3074,9382,2000
3075,9383,2000
3076,9384,2000
3077,9385,2000
3078,9392,2000
3079,9393,2000
3080,9394,2000
3081,9395,2000
3082,9402,2000
3083,9403,0
3084,9404,2000
3085,9405,2000
3086,9406,2000
3087,9407,0
3088,9420,0
3089,9421,0
3090,9422,0
3091,9423,2000
3092,9424,2000
3093,9425,2000
3094,9432,2000
3095,9433,2000
3096,9438,2000
3097,9439,2000
3098,9440,0
3099,9441,2000
3100,9448,2000
3101,9449,2000
3102,9466,2000
3103,9467,1000
3104,9472,2000
3105,9473,2000
3106,9476,2000
3107,9477,1000
3108,9482,2000
3109,9483,2000
3110,9484,2000
3111,9485,2000
3112,9490,0
3113,9491,0
3114,9492,1000
3115,9493,0
3116,9496,0
3117,9497,0
3118,9500,2000
3119,9501,2000
3120,9510,0
3121,9511,0
3122,9514,0
3123,9515,0
3124,9524,2000
3125,9525,2000
3126,9530,2000
3127,9531,1000
3128,9534,2000
3129,9535,2000
3130,9544,0
3131,9545,0
3132,9546,2000
3133,9547,2000
3134,9550,2000
3135,9551,0
3136,9564,0
3137,9565,0
3138,9570,2000
3139,9571,2000
3140,9576,0
3141,9577,2000
3142,9578,2000
3143,9579,2000
3144,9580,0
3145,9581,0
3146,9594,2000
3147,9595,1000
3148,9598,0
3149,9599,0
3150,9602,2000
3151,9603,2000
3152,9616,0
3153,9617,0
3154,9626,0
3155,9627,0
3156,9628,0
3157,9629,0
3158,9634,0
3159,9635,0
3160,9636,0
3161,9637,1000
3162,9646,2000
3163,9647,2000
3164,9662,0
3165,9663,0
3166,9664,0
3167,9665,0
3168,9666,0
3169,9667,2000
3170,9672,2000
3171,9673,2000
3172,9682,2000
3173,9683,2000
3174,9684,2000
3175,9685,2000
3176,9690,0
3177,9691,0
3178,9694,2000
3179,9695,2000
3180,9696,2000
3181,9697,2000
3182,9700,0
3183,9701,2000
3184,9704,0
3185,9705,0
3186,9724,2000
3187,9725,2000
3188,9726,2000
3189,9727,2000
3190,9730,0
3191,9731,0
3192,9738,2000
3193,9739,2000
3194,9750,2000
3195,9751,2000
3196,9758,0
3197,9759,2000
3198,9774,2000
3199,9775,2000
3200,9790,1000
3201,9791,2000
3202,9792,0
3203,9793,0
3204,9798,0
3205,9799,0
3206,9800,0
3207,9801,0
3208,9808,0
3209,9809,0
3210,9812,0
3211,9813,0
3212,9814,0
3213,9815,0
3214,9826,1000
3215,9827,0
3216,9828,1000
3217,9829,0
3218,9832,0
3219,9833,0
3220,9836,1000
3221,9837,2000
3222,9840,0
3223,9841,0
3224,9846,0
3225,9847,0
3226,9850,0
3227,9851,2000
3228,9854,0
3229,9855,0
3230,9866,2000
3231,9867,2000
3232,9876,0
3233,9877,2000
3234,9882,2000
3235,9883,2000
3236,9892,2000
3237,9893,0
3238,9903,2000
3239,9905,2000
3240,9907,2000
3241,9909,0
3242,9914,2000
3243,9915,0
3244,9922,2000
3245,9923,0
3246,9924,2000
3247,9925,2000
3248,9946,0
3249,9947,0
3250,9950,2000
3251,9951,2000
3252,9954,0
3253,9955,0
3254,9978,2000
3255,9979,1000
3256,9986,0
3257,9987,0
3258,9988,2000
3259,9989,2000
3260,9998,0
3261,9999,2000
3262,10004,2000
3263,10005,2000
3264,10008,2000
3265,10009,2000
3266,10012,2000
3267,10013,0
3268,10018,2000
3269,10019,2000
3270,10022,2000
3271,10023,2000
3272,10028,2000
3273,10029,2000
3274,10030,2000
3275,10031,2000
3276,10036,2000
3277,10037,2000
3278,10038,2000
3279,10039,2000
3280,10042,2000
3281,10043,2000
3282,10048,2000
3283,10049,2000
3284,10050,2000
3285,10051,2000
